39,1,2010,2
39,2,2010,1
39,3,2010,1
39,4,2010,1
39,5,2010,2
39,6,2010,1
39,1546,2010,1
39,1547,2010,1
39,1548,2010,1
39,1549,2010,1
39,1550,2010,1
39,1551,2010,1
39,1552,2010,1
39,1553,2010,1
39,1554,2010,1
39,1555,2010,1
39,2637,2010,1
39,4482,2010,1
39,5766,2010,1
39,5767,2010,1
39,608,2010,1
39,636,2010,1
39,2066,2010,1
39,5768,2010,1
39,5769,2010,1
39,44,2012,1
39,45,2012,1
39,46,2012,1
39,47,2012,1
39,48,2012,1
39,49,2012,1
39,1683,2012,1
39,2074,2012,1
39,17,2012,1
39,2075,2012,1
39,2076,2012,1
39,2073,2012,1
39,1536,2012,1
39,2077,2012,1
39,2078,2012,1
39,652,2007,1
39,653,2007,1
39,56,2007,1
39,654,2007,1
39,655,2007,1
39,30,2011,1
39,1172,2011,1
39,324,2011,1
39,13,2011,1
39,1173,2011,1
39,256,2011,1
39,2997,2011,1
39,2494,2011,1
39,17,2011,1
39,19,2011,1
39,1959,2011,1
39,2998,2011,1
39,2999,2011,1
39,429,2011,1
39,2048,2011,1
39,3000,2011,1
39,3001,2011,1
39,3002,2011,1
39,2251,2011,1
39,3003,2011,1
39,452,2011,1
39,3004,2011,1
39,2213,2011,1
39,1105,2011,1
39,1383,2011,1
39,1522,2011,1
39,3005,2011,1
39,926,2011,1
39,3006,2011,1
39,3007,2011,1
39,225,2011,1
39,447,2015,1
39,1056,2015,1
39,1328,2015,1
39,1329,2015,1
39,1330,2015,1
39,1331,2015,1
39,1332,2015,1
39,1333,2015,1
39,1381,2016,1
39,1382,2016,1
39,324,2016,1
39,1383,2016,1
39,607,2016,1
39,1384,2016,1
39,1385,2016,1
39,799,2016,1
39,984,2016,1
39,1687,2016,1
39,1688,2016,1
39,1689,2016,1
39,1881,2016,1
39,445,2016,1
39,823,2016,1
39,520,2016,1
39,1882,2016,1
39,1883,2016,1
39,1884,2016,1
39,1885,2016,1
39,2635,2016,1
39,2636,2016,1
39,139,2016,1
39,2637,2016,1
39,1226,2016,1
39,2638,2016,1
39,2639,2016,1
39,2640,2016,1
39,309,2016,1
39,1390,2016,1
39,3407,2016,1
39,1774,2016,1
39,17,2016,1
39,3408,2016,1
39,3409,2016,1
39,3410,2016,1
39,3459,2016,1
39,1931,2016,1
39,3460,2016,1
39,3461,2016,1
39,3462,2016,1
39,1546,2016,1
39,1547,2016,1
39,3995,2016,1
39,1551,2016,1
39,3996,2016,1
39,1894,2013,1
39,1895,2013,1
39,1896,2013,1
