1,1,2016,2,0
2,1,2017,0,0
3,1,2001,2,73
4,1,2002,0,0
5,1,2003,1,528
6,1,2004,3,94
7,1,2005,0,0
8,1,2006,0,0
9,1,2007,1,66
10,1,2008,0,0
11,1,2009,1,81
12,1,2010,2,118
13,1,2011,1,62
14,1,2012,1,34
15,1,2013,0,0
16,1,2014,0,0
17,1,2015,1,1
18,106,2016,0,0
19,106,2017,0,0
20,106,2001,0,0
21,106,2002,0,0
22,106,2003,0,0
23,106,2004,0,0
24,106,2005,0,0
25,106,2006,0,0
26,106,2007,0,0
27,106,2008,0,0
28,106,2009,0,0
29,106,2010,1,39
30,106,2011,0,0
31,106,2012,1,42
32,106,2013,0,0
33,106,2014,0,0
34,106,2015,0,0
35,3,2016,2,0
36,3,2017,0,0
37,3,2001,0,0
38,3,2002,0,0
39,3,2003,0,0
40,3,2004,0,0
41,3,2005,0,0
42,3,2006,0,0
43,3,2007,0,0
44,3,2008,0,0
45,3,2009,0,0
46,3,2010,1,273
47,3,2011,0,0
48,3,2012,0,0
49,3,2013,0,0
50,3,2014,2,20
51,3,2015,0,0
52,4,2016,1,2
53,4,2017,0,0
54,4,2001,0,0
55,4,2002,0,0
56,4,2003,0,0
57,4,2004,0,0
58,4,2005,0,0
59,4,2006,0,0
60,4,2007,0,0
61,4,2008,0,0
62,4,2009,1,59
63,4,2010,0,0
64,4,2011,1,11
65,4,2012,0,0
66,4,2013,1,47
67,4,2014,0,0
68,4,2015,0,0
69,5,2016,1,0
70,5,2017,0,0
71,5,2001,0,0
72,5,2002,0,0
73,5,2003,0,0
74,5,2004,0,0
75,5,2005,0,0
76,5,2006,0,0
77,5,2007,0,0
78,5,2008,0,0
79,5,2009,0,0
80,5,2010,0,0
81,5,2011,0,0
82,5,2012,0,0
83,5,2013,0,0
84,5,2014,0,0
85,5,2015,0,0
86,6,2016,1,2
87,6,2017,0,0
88,6,2001,0,0
89,6,2002,0,0
90,6,2003,0,0
91,6,2004,0,0
92,6,2005,0,0
93,6,2006,0,0
94,6,2007,0,0
95,6,2008,0,0
96,6,2009,0,0
97,6,2010,0,0
98,6,2011,0,0
99,6,2012,0,0
100,6,2013,0,0
101,6,2014,0,0
102,6,2015,0,0
103,7,2016,5,35
104,7,2017,2,1
105,7,2001,0,0
106,7,2002,0,0
107,7,2003,1,1171
108,7,2004,1,357
109,7,2005,2,134
110,7,2006,3,342
111,7,2007,5,703
112,7,2008,1,53
113,7,2009,1,57
114,7,2010,5,807
115,7,2011,1,20
116,7,2012,2,83
117,7,2013,2,40
118,7,2014,4,85
119,7,2015,3,17
120,8,2016,2,0
121,8,2017,0,0
122,8,2001,1,356
123,8,2002,0,0
124,8,2003,1,36
125,8,2004,2,93
126,8,2005,0,0
127,8,2006,0,0
128,8,2007,0,0
129,8,2008,0,0
130,8,2009,0,0
131,8,2010,0,0
132,8,2011,2,226
133,8,2012,0,0
134,8,2013,0,0
135,8,2014,1,8
136,8,2015,3,23
137,9,2016,1,0
138,9,2017,1,0
139,9,2001,0,0
140,9,2002,0,0
141,9,2003,0,0
142,9,2004,1,4
143,9,2005,0,0
144,9,2006,0,0
145,9,2007,1,2
146,9,2008,1,28
147,9,2009,1,71
148,9,2010,1,129
149,9,2011,0,0
150,9,2012,0,0
151,9,2013,1,66
152,9,2014,0,0
153,9,2015,1,2
154,10,2016,0,0
155,10,2017,1,0
156,10,2001,0,0
157,10,2002,0,0
158,10,2003,0,0
159,10,2004,1,100
160,10,2005,1,142
161,10,2006,1,24
162,10,2007,0,0
163,10,2008,0,0
164,10,2009,2,227
165,10,2010,0,0
166,10,2011,0,0
167,10,2012,1,13
168,10,2013,1,11
169,10,2014,3,115
170,10,2015,2,4
171,11,2016,4,6
172,11,2017,0,0
173,11,2001,0,0
174,11,2002,0,0
175,11,2003,1,17
176,11,2004,2,52
177,11,2005,1,113
178,11,2006,2,53
179,11,2007,1,65
180,11,2008,3,468
181,11,2009,4,292
182,11,2010,4,74
183,11,2011,1,13
184,11,2012,4,94
185,11,2013,4,100
186,11,2014,1,9
187,11,2015,3,5
188,12,2016,1,0
189,12,2017,0,0
190,12,2001,0,0
191,12,2002,0,0
192,12,2003,0,0
193,12,2004,0,0
194,12,2005,0,0
195,12,2006,0,0
196,12,2007,0,0
197,12,2008,0,0
198,12,2009,0,0
199,12,2010,0,0
200,12,2011,0,0
201,12,2012,0,0
202,12,2013,0,0
203,12,2014,0,0
204,12,2015,0,0
205,13,2016,4,11
206,13,2017,1,0
207,13,2001,0,0
208,13,2002,0,0
209,13,2003,0,0
210,13,2004,1,1020
211,13,2005,0,0
212,13,2006,3,274
213,13,2007,0,0
214,13,2008,0,0
215,13,2009,0,0
216,13,2010,1,142
217,13,2011,2,19
218,13,2012,0,0
219,13,2013,5,99
220,13,2014,0,0
221,13,2015,4,34
222,155,2016,5,4
223,155,2017,2,0
224,155,2001,0,0
225,155,2002,0,0
226,155,2003,2,65
227,155,2004,3,157
228,155,2005,1,110
229,155,2006,3,137
230,155,2007,2,96
231,155,2008,1,78
232,155,2009,4,203
233,155,2010,2,53
234,155,2011,2,88
235,155,2012,1,34
236,155,2013,4,121
237,155,2014,1,11
238,155,2015,3,15
239,15,2016,3,4
240,15,2017,1,1
241,15,2001,0,0
242,15,2002,0,0
243,15,2003,0,0
244,15,2004,1,0
245,15,2005,0,0
246,15,2006,1,119
247,15,2007,0,0
248,15,2008,0,0
249,15,2009,0,0
250,15,2010,0,0
251,15,2011,1,26
252,15,2012,1,70
253,15,2013,1,15
254,15,2014,0,0
255,15,2015,1,5
256,16,2016,0,0
257,16,2017,0,0
258,16,2001,0,0
259,16,2002,0,0
260,16,2003,0,0
261,16,2004,1,44
262,16,2005,0,0
263,16,2006,0,0
264,16,2007,0,0
265,16,2008,0,0
266,16,2009,1,102
267,16,2010,0,0
268,16,2011,0,0
269,16,2012,0,0
270,16,2013,0,0
271,16,2014,0,0
272,16,2015,0,0
273,17,2016,2,5
274,17,2017,1,0
275,17,2001,0,0
276,17,2002,0,0
277,17,2003,2,2255
278,17,2004,0,0
279,17,2005,2,870
280,17,2006,2,132
281,17,2007,3,432
282,17,2008,0,0
283,17,2009,2,117
284,17,2010,0,0
285,17,2011,0,0
286,17,2012,0,0
287,17,2013,1,3
288,17,2014,4,78
289,17,2015,0,0
290,18,2016,6,1
291,18,2017,2,0
292,18,2001,0,0
293,18,2002,0,0
294,18,2003,0,0
295,18,2004,1,54
296,18,2005,1,319
297,18,2006,1,274
298,18,2007,2,109
299,18,2008,2,677
300,18,2009,1,130
301,18,2010,0,0
302,18,2011,4,1292
303,18,2012,0,0
304,18,2013,2,6
305,18,2014,1,4
306,18,2015,1,2
307,19,2016,12,80
308,19,2017,0,0
309,19,2001,0,0
310,19,2002,0,0
311,19,2003,3,7112
312,19,2004,3,1624
313,19,2005,0,0
314,19,2006,4,1019
315,19,2007,4,231
316,19,2008,3,580
317,19,2009,3,332
318,19,2010,3,148
319,19,2011,3,1009
320,19,2012,3,150
321,19,2013,5,78
322,19,2014,1,9
323,19,2015,2,10
324,20,2016,0,0
325,20,2017,0,0
326,20,2001,0,0
327,20,2002,0,0
328,20,2003,0,0
329,20,2004,0,0
330,20,2005,0,0
331,20,2006,1,1669
332,20,2007,1,17
333,20,2008,0,0
334,20,2009,0,0
335,20,2010,0,0
336,20,2011,0,0
337,20,2012,1,59
338,20,2013,0,0
339,20,2014,0,0
340,20,2015,0,0
341,21,2016,0,0
342,21,2017,0,0
343,21,2001,0,0
344,21,2002,0,0
345,21,2003,1,33
346,21,2004,1,31
347,21,2005,0,0
348,21,2006,1,91
349,21,2007,2,258
350,21,2008,0,0
351,21,2009,0,0
352,21,2010,0,0
353,21,2011,0,0
354,21,2012,1,2
355,21,2013,0,0
356,21,2014,0,0
357,21,2015,0,0
358,22,2016,0,0
359,22,2017,0,0
360,22,2001,0,0
361,22,2002,0,0
362,22,2003,0,0
363,22,2004,0,0
364,22,2005,0,0
365,22,2006,0,0
366,22,2007,0,0
367,22,2008,2,53
368,22,2009,0,0
369,22,2010,1,35
370,22,2011,0,0
371,22,2012,0,0
372,22,2013,1,38
373,22,2014,0,0
374,22,2015,0,0
375,23,2016,7,4
376,23,2017,3,3
377,23,2001,0,0
378,23,2002,1,23
379,23,2003,1,419
380,23,2004,7,1577
381,23,2005,1,39
382,23,2006,1,109
383,23,2007,3,49
384,23,2008,0,0
385,23,2009,2,25
386,23,2010,7,413
387,23,2011,3,135
388,23,2012,3,165
389,23,2013,4,37
390,23,2014,1,25
391,23,2015,6,67
392,24,2016,2,12
393,24,2017,0,0
394,24,2001,1,300
395,24,2002,2,297
396,24,2003,1,406
397,24,2004,1,230
398,24,2005,1,60
399,24,2006,0,0
400,24,2007,0,0
401,24,2008,0,0
402,24,2009,1,171
403,24,2010,1,190
404,24,2011,1,5
405,24,2012,4,205
406,24,2013,4,65
407,24,2014,1,59
408,24,2015,1,16
409,25,2016,0,0
410,25,2017,0,0
411,25,2001,0,0
412,25,2002,0,0
413,25,2003,0,0
414,25,2004,0,0
415,25,2005,1,156
416,25,2006,1,159
417,25,2007,0,0
418,25,2008,1,220
419,25,2009,2,1185
420,25,2010,0,0
421,25,2011,1,70
422,25,2012,0,0
423,25,2013,0,0
424,25,2014,0,0
425,25,2015,1,38
426,26,2016,3,1
427,26,2017,1,0
428,26,2001,0,0
429,26,2002,0,0
430,26,2003,0,0
431,26,2004,0,0
432,26,2005,1,44
433,26,2006,0,0
434,26,2007,0,0
435,26,2008,0,0
436,26,2009,1,6
437,26,2010,0,0
438,26,2011,2,28
439,26,2012,1,44
440,26,2013,0,0
441,26,2014,0,0
442,26,2015,2,19
443,27,2016,2,0
444,27,2017,0,0
445,27,2001,0,0
446,27,2002,0,0
447,27,2003,0,0
448,27,2004,0,0
449,27,2005,2,361
450,27,2006,0,0
451,27,2007,3,229
452,27,2008,0,0
453,27,2009,1,94
454,27,2010,1,133
455,27,2011,1,7
456,27,2012,0,0
457,27,2013,1,10
458,27,2014,1,27
459,27,2015,1,5
460,28,2016,0,0
461,28,2017,1,0
462,28,2001,0,0
463,28,2002,0,0
464,28,2003,1,24
465,28,2004,3,50
466,28,2005,1,93
467,28,2006,0,0
468,28,2007,1,41
469,28,2008,0,0
470,28,2009,2,67
471,28,2010,1,132
472,28,2011,2,229
473,28,2012,2,16
474,28,2013,4,29
475,28,2014,2,15
476,28,2015,0,0
477,29,2016,0,0
478,29,2017,1,0
479,29,2001,0,0
480,29,2002,0,0
481,29,2003,0,0
482,29,2004,0,0
483,29,2005,0,0
484,29,2006,0,0
485,29,2007,1,49
486,29,2008,0,0
487,29,2009,0,0
488,29,2010,4,179
489,29,2011,1,1
490,29,2012,3,110
491,29,2013,1,39
492,29,2014,0,0
493,29,2015,2,7
494,30,2016,0,0
495,30,2017,0,0
496,30,2001,0,0
497,30,2002,0,0
498,30,2003,1,248
499,30,2004,0,0
500,30,2005,0,0
501,30,2006,1,46
502,30,2007,0,0
503,30,2008,0,0
504,30,2009,0,0
505,30,2010,0,0
506,30,2011,0,0
507,30,2012,1,66
508,30,2013,0,0
509,30,2014,0,0
510,30,2015,0,0
511,31,2016,0,0
512,31,2017,0,0
513,31,2001,0,0
514,31,2002,0,0
515,31,2003,0,0
516,31,2004,0,0
517,31,2005,0,0
518,31,2006,1,66
519,31,2007,0,0
520,31,2008,0,0
521,31,2009,0,0
522,31,2010,0,0
523,31,2011,0,0
524,31,2012,0,0
525,31,2013,1,40
526,31,2014,2,28
527,31,2015,0,0
528,32,2016,3,4
529,32,2017,2,1
530,32,2001,0,0
531,32,2002,0,0
532,32,2003,0,0
533,32,2004,0,0
534,32,2005,1,1088
535,32,2006,0,0
536,32,2007,0,0
537,32,2008,1,41
538,32,2009,0,0
539,32,2010,2,256
540,32,2011,0,0
541,32,2012,2,118
542,32,2013,1,24
543,32,2014,1,19
544,32,2015,0,0
545,33,2016,0,0
546,33,2017,1,0
547,33,2001,0,0
548,33,2002,0,0
549,33,2003,0,0
550,33,2004,4,1243
551,33,2005,1,144
552,33,2006,0,0
553,33,2007,0,0
554,33,2008,1,18
555,33,2009,1,13
556,33,2010,0,0
557,33,2011,1,3
558,33,2012,1,26
559,33,2013,2,27
560,33,2014,1,2
561,33,2015,0,0
562,34,2016,0,0
563,34,2017,0,0
564,34,2001,0,0
565,34,2002,0,0
566,34,2003,0,0
567,34,2004,0,0
568,34,2005,1,23
569,34,2006,0,0
570,34,2007,0,0
571,34,2008,0,0
572,34,2009,1,19
573,34,2010,0,0
574,34,2011,0,0
575,34,2012,1,24
576,34,2013,0,0
577,34,2014,1,17
578,34,2015,1,0
579,35,2016,3,0
580,35,2017,0,0
581,35,2001,0,0
582,35,2002,0,0
583,35,2003,1,159
584,35,2004,0,0
585,35,2005,0,0
586,35,2006,0,0
587,35,2007,0,0
588,35,2008,0,0
589,35,2009,0,0
590,35,2010,0,0
591,35,2011,0,0
592,35,2012,0,0
593,35,2013,0,0
594,35,2014,0,0
595,35,2015,0,0
596,36,2016,0,0
597,36,2017,0,0
598,36,2001,0,0
599,36,2002,0,0
600,36,2003,0,0
601,36,2004,0,0
602,36,2005,0,0
603,36,2006,0,0
604,36,2007,0,0
605,36,2008,0,0
606,36,2009,0,0
607,36,2010,0,0
608,36,2011,0,0
609,36,2012,1,8
610,36,2013,0,0
611,36,2014,2,7
612,36,2015,0,0
613,37,2016,3,6
614,37,2017,0,0
615,37,2001,0,0
616,37,2002,0,0
617,37,2003,0,0
618,37,2004,0,0
619,37,2005,0,0
620,37,2006,2,87
621,37,2007,2,258
622,37,2008,0,0
623,37,2009,1,20
624,37,2010,2,91
625,37,2011,2,66
626,37,2012,0,0
627,37,2013,2,26
628,37,2014,0,0
629,37,2015,1,10
630,38,2016,0,0
631,38,2017,0,0
632,38,2001,0,0
633,38,2002,0,0
634,38,2003,0,0
635,38,2004,0,0
636,38,2005,0,0
637,38,2006,0,0
638,38,2007,1,23
639,38,2008,0,0
640,38,2009,1,39
641,38,2010,0,0
642,38,2011,0,0
643,38,2012,0,0
644,38,2013,0,0
645,38,2014,0,0
646,38,2015,0,0
647,39,2016,2,0
648,39,2017,0,0
649,39,2001,1,128
650,39,2002,0,0
651,39,2003,0,0
652,39,2004,0,0
653,39,2005,0,0
654,39,2006,0,0
655,39,2007,1,70
656,39,2008,0,0
657,39,2009,1,162
658,39,2010,1,11
659,39,2011,1,32
660,39,2012,1,92
661,39,2013,0,0
662,39,2014,1,23
663,39,2015,3,15
664,40,2016,1,0
665,40,2017,0,0
666,40,2001,0,0
667,40,2002,0,0
668,40,2003,1,384
669,40,2004,1,98
670,40,2005,0,0
671,40,2006,0,0
672,40,2007,0,0
673,40,2008,0,0
674,40,2009,0,0
675,40,2010,0,0
676,40,2011,0,0
677,40,2012,0,0
678,40,2013,0,0
679,40,2014,0,0
680,40,2015,1,1
681,41,2016,0,0
682,41,2017,2,0
683,41,2001,0,0
684,41,2002,3,264
685,41,2003,0,0
686,41,2004,2,223
687,41,2005,1,587
688,41,2006,1,54
689,41,2007,1,39
690,41,2008,0,0
691,41,2009,0,0
692,41,2010,0,0
693,41,2011,1,9
694,41,2012,0,0
695,41,2013,1,24
696,41,2014,2,17
697,41,2015,1,11
698,42,2016,2,7
699,42,2017,1,0
700,42,2001,0,0
701,42,2002,0,0
702,42,2003,1,39
703,42,2004,0,0
704,42,2005,0,0
705,42,2006,0,0
706,42,2007,1,24
707,42,2008,0,0
708,42,2009,0,0
709,42,2010,0,0
710,42,2011,0,0
711,42,2012,1,7
712,42,2013,0,0
713,42,2014,0,0
714,42,2015,1,5
715,43,2016,2,1
716,43,2017,0,0
717,43,2001,0,0
718,43,2002,0,0
719,43,2003,0,0
720,43,2004,0,0
721,43,2005,0,0
722,43,2006,0,0
723,43,2007,1,0
724,43,2008,1,3
725,43,2009,0,0
726,43,2010,0,0
727,43,2011,0,0
728,43,2012,0,0
729,43,2013,0,0
730,43,2014,0,0
731,43,2015,0,0
732,44,2016,0,0
733,44,2017,0,0
734,44,2001,0,0
735,44,2002,0,0
736,44,2003,0,0
737,44,2004,0,0
738,44,2005,0,0
739,44,2006,0,0
740,44,2007,0,0
741,44,2008,0,0
742,44,2009,1,1
743,44,2010,0,0
744,44,2011,1,22
745,44,2012,0,0
746,44,2013,0,0
747,44,2014,0,0
748,44,2015,0,0
749,45,2016,0,0
750,45,2017,0,0
751,45,2001,0,0
752,45,2002,0,0
753,45,2003,0,0
754,45,2004,0,0
755,45,2005,1,228
756,45,2006,0,0
757,45,2007,0,0
758,45,2008,0,0
759,45,2009,0,0
760,45,2010,0,0
761,45,2011,0,0
762,45,2012,0,0
763,45,2013,0,0
764,45,2014,0,0
765,45,2015,0,0
766,46,2016,0,0
767,46,2017,1,3
768,46,2001,0,0
769,46,2002,0,0
770,46,2003,0,0
771,46,2004,0,0
772,46,2005,0,0
773,46,2006,0,0
774,46,2007,0,0
775,46,2008,0,0
776,46,2009,0,0
777,46,2010,0,0
778,46,2011,0,0
779,46,2012,1,33
780,46,2013,0,0
781,46,2014,0,0
782,46,2015,0,0
783,47,2016,1,0
784,47,2017,0,0
785,47,2001,0,0
786,47,2002,0,0
787,47,2003,0,0
788,47,2004,0,0
789,47,2005,0,0
790,47,2006,0,0
791,47,2007,0,0
792,47,2008,0,0
793,47,2009,2,22
794,47,2010,0,0
795,47,2011,0,0
796,47,2012,0,0
797,47,2013,0,0
798,47,2014,0,0
799,47,2015,0,0
800,48,2016,1,0
801,48,2017,0,0
802,48,2001,0,0
803,48,2002,0,0
804,48,2003,0,0
805,48,2004,0,0
806,48,2005,0,0
807,48,2006,0,0
808,48,2007,0,0
809,48,2008,0,0
810,48,2009,0,0
811,48,2010,0,0
812,48,2011,0,0
